Date,Category,Item,Cost,Sale,Profit,Payment
2026-03-01,Accessories,Jazz cash ,1.0,202.0,201.0,Cash
2026-03-01,Repairing,Juck etc,10.0,910.0,900.0,Cash
2026-03-01,Ghar ka Kharcha,Mix,1000.0,0.0,0.0,Cash
2026-03-01,Accessories,Jazz cash ,1.0,201.0,200.0,Cash
2026-03-02,Accessories,Jazz Cash ,1.0,141.0,140.0,Cash
2026-03-02,Accessories,Adoper,100.0,450.0,350.0,Cash
2026-03-02,Accessories,Cable ,200.0,500.0,300.0,Cash
2026-03-02,Accessories,Jazz cash ,1.0,101.0,100.0,Cash
2026-03-02,Accessories,Cmara fiting,10.0,510.0,500.0,Cash
2026-03-02,Accessories,Jaz case ,1.0,180.0,179.0,Cash
2026-03-02,Accessories,Jazz cash ,10.0,510.0,500.0,Cash
2026-03-02,Ghar ka Kharcha,Mix,600.0,0.0,0.0,Cash
2026-03-03,Accessories,Cable and glass ,300.0,650.0,350.0,Cash
2026-03-03,Accessories,Easypisa ,1.0,131.0,130.0,Cash
2026-03-03,Accessories,Jazz Cash ,1.0,801.0,800.0,Cash
2026-03-03,Accessories,Jazz cash ,1.0,201.0,200.0,Cash
2026-03-03,Accessories,Mix ,500.0,1700.0,1200.0,Cash
2026-03-03,Accessories,Jazz Cash ,1.0,261.0,260.0,Cash
2026-03-03,Accessories,Handfree,100.0,340.0,240.0,Cash
2026-03-03,Accessories,Jazz Cash ,10.0,230.0,220.0,Cash
2026-03-03,Ghar ka Kharcha,All samna ,2500.0,0.0,0.0,Cash
2026-03-03,Accessories,All mix,10.0,700.0,690.0,Cash
2026-03-04,Accessories,Easypisa ,1.0,141.0,140.0,Cash
2026-03-04,Accessories,Jazz cash ,180.0,400.0,220.0,Cash
2026-03-04,Accessories,Airbods,650.0,1550.0,900.0,Cash
2026-03-04,Accessories,Easypaisa ,1.0,220.0,219.0,Cash
2026-03-04,Accessories,Juck ,10.0,710.0,700.0,Cash
2026-03-04,Accessories,Jazz cash ,100.0,450.0,350.0,Cash
2026-03-04,Ghar ka Kharcha,گھر کا راشن اور اٹا,2600.0,0.0,0.0,Cash
2026-03-05,Accessories,Totally mix,500.0,3060.0,2560.0,EasyPaisa
2026-03-05,Ghar ka Kharcha,گوشت وغیرہ ,1000.0,0.0,0.0,Cash
2026-03-06,Accessories,All mix totally ,200.0,2000.0,1800.0,Cash
2026-03-06,Accessories,Jazz cash ,1.0,450.0,449.0,Cash
2026-03-08,Accessories,Jazz cash ,1.0,121.0,120.0,Cash
2026-03-08,Accessories,Jazz Cash ,1.0,251.0,250.0,Cash
2026-03-08,Accessories,Jaz Cash ,1.0,401.0,400.0,Cash
2026-03-08,Accessories,Mix ,5.0,710.0,705.0,Cash
2026-03-08,Accessories,Easypaisa ,5.0,260.0,255.0,Cash
2026-03-09,Accessories,Battery ,280.0,500.0,220.0,Cash
2026-03-09,Ghar ka Kharcha,اٹا اور سبزی راشن وغیرہ,2200.0,0.0,0.0,Cash
2026-03-10,Accessories,Mix,100.0,1350.0,1250.0,Cash
2026-03-10,Ghar ka Kharcha,All,1000.0,0.0,0.0,Cash
2026-03-11,Accessories,Jazz Cash ,1.0,201.0,200.0,Cash
2026-03-11,Accessories,Jazz Cash ,80.0,300.0,220.0,Cash
2026-03-11,Accessories,Mix,1.0,801.0,800.0,Cash
2026-03-11,Accessories,Gum,10.0,200.0,190.0,Cash
2026-03-11,Accessories,Easypisa ,1.0,400.0,399.0,Cash
2026-03-11,Accessories,Easypisa ,1.0,100.0,99.0,Cash
2026-03-11,Accessories,Easypisa ,1.0,600.0,599.0,Cash
2026-03-11,Ghar ka Kharcha,Khracga ,1.0,900.0,0.0,Cash
2026-03-12,Accessories,Mix easypisa ,1.0,1300.0,1299.0,Cash
2026-03-12,Accessories,Easypisa ,1.0,300.0,299.0,Cash
2026-03-12,Accessories,Easypisa ,10.0,410.0,400.0,Cash
2026-03-13,Repairing,Easypisa ,10.0,1890.0,1880.0,Cash
2026-03-13,Ghar ka Kharcha,1300,0.0,0.0,0.0,Cash
2026-03-13,Repairing,Juck,10.0,600.0,590.0,Cash
2026-03-14,Accessories,Easypisa mix,50.0,630.0,580.0,Cash
2026-03-14,Accessories,Easypaisa ,1.0,20.0,19.0,Cash
2026-03-14,Accessories,Easypaisa ,1.0,101.0,100.0,Cash
2026-03-14,Repairing,Juck ,10.0,300.0,290.0,Cash
2026-03-14,Accessories,Mix,1.0,100.0,99.0,Cash
2026-03-14,Accessories,Easypisa ,1.0,30.0,29.0,Cash
2026-03-14,Accessories,Handfree,100.0,250.0,150.0,Cash
2026-03-14,Accessories,Easypisa ,1.0,190.0,189.0,Cash
2026-03-14,Accessories,Mix,10.0,710.0,700.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,91.0,90.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,560.0,559.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,201.0,200.0,Cash
2026-03-15,Accessories,Juck,5.0,350.0,345.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,101.0,100.0,Cash
2026-03-14,Ghar ka Kharcha,Mix,1400.0,0.0,0.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,251.0,250.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,601.0,600.0,Cash
2026-03-15,Accessories,Easypisa ,1.0,461.0,460.0,Cash
2026-03-16,Accessories,Mix,40.0,750.0,710.0,Cash
2026-03-16,Accessories,Easypisa ,1.0,401.0,400.0,Cash
2026-03-16,Ghar ka Kharcha,Mix,2500.0,0.0,0.0,Cash
2026-03-17,Accessories,Mix,1.0,370.0,369.0,Cash
2026-03-18,Accessories,Mix,100.0,1100.0,1000.0,Cash
2026-03-18,Ghar ka Kharcha,Mix,3000.0,0.0,0.0,Cash
2026-03-18,Accessories,Easypisa ,0.001,160.0,159.999,Cash
2026-03-19,Accessories,Easypaisa ,1.0,201.0,200.0,Cash
2026-03-17,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-03-06,Ghar ka Kharcha,Mix ,2000.0,0.0,0.0,Cash
2026-03-07,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-03-08,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-03-12,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-03-15,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-03-19,Accessories,Adaptor,180.0,300.0,120.0,Cash
2026-03-19,Accessories,Easypaisa Paisa,1.0,51.0,50.0,Cash
2026-03-20,Accessories,Easypisa ,100.0,300.0,200.0,Cash
2026-03-20,Accessories,Mix,1.0,1300.0,1299.0,Cash
2026-03-19,Ghar ka Kharcha,Mix,1000.0,0.0,0.0,Cash
2026-03-22,Accessories,Mix,80.0,2100.0,2020.0,Cash
2026-03-23,Accessories,Easypaisa ,1.0,801.0,800.0,Cash
2026-03-23,Accessories,Cable hand free,200.0,600.0,400.0,Cash
2026-03-23,Repairing,Juck,5.0,450.0,445.0,Cash
2026-03-23,Accessories,Penel,2200.0,3200.0,1000.0,Cash
2026-03-26,Accessories,Mix alll ,500.0,4000.0,3500.0,Cash
2026-03-27,Accessories,Mix,20.0,0.0,-20.0,Cash
2026-03-27,Accessories,100,250.0,0.0,-250.0,Cash
2026-03-28,Accessories,Mix ,400.0,1400.0,1000.0,Cash
2026-03-28,Accessories,Mix,1.0,1000.0,999.0,Cash
2026-03-30,Accessories,Mix,250.0,1050.0,800.0,Cash
2026-03-30,Accessories,Glass,100.0,300.0,200.0,Cash
2026-04-01,Accessories,1hand 🆓2 cable ,380.0,1000.0,620.0,Cash
2026-04-01,Accessories,Airpods ,1100.0,2500.0,1400.0,Cash
2026-03-31,Ghar ka Kharcha,20 تاریخ سے لے کر 31 تاریخ تک کا گھر کا خرچہ,11000.0,0.0,0.0,Cash
2026-04-01,Accessories,Hand free,150.0,550.0,400.0,Cash
2026-04-02,Accessories,Mix ,800.0,4100.0,3300.0,Cash
2026-04-02,Ghar ka Kharcha,All mix 2day ,4000.0,0.0,0.0,Cash
2026-04-03,Accessories,Mix,300.0,2000.0,1700.0,Cash
2026-04-03,Accessories,Mix,400.0,1250.0,850.0,Cash
2026-04-04,Accessories,Glass,100.0,250.0,150.0,Cash
2026-04-04,Accessories,Easypaisa ,1.0,251.0,250.0,Cash
2026-04-05,Accessories,Mix,400.0,1100.0,700.0,Cash
2026-04-05,Accessories,Mix,500.0,1200.0,700.0,Cash
2026-04-05,Accessories,Mix,300.0,1500.0,1200.0,Cash
2026-04-06,Accessories,Mux,400.0,3200.0,2800.0,Cash
2026-04-07,Accessories,Mix,1.0,2610.0,2609.0,Cash
2026-04-08,Accessories,Mix,3200.0,2700.0,-500.0,Cash
2026-04-08,Ghar ka Kharcha,Mix,1200.0,0.0,0.0,Cash
2026-04-09,Accessories,Mix,400.0,2200.0,1800.0,Cash
2026-04-09,Ghar ka Kharcha,Mix,1500.0,0.0,0.0,Cash
2026-04-10,Accessories,Mix,4000.0,3100.0,-900.0,Cash
2026-04-10,Ghar ka Kharcha,Ata etc,2400.0,0.0,0.0,Cash
2026-04-07,Ghar ka Kharcha,Mix,900.0,0.0,0.0,Cash
2026-04-11,Accessories,Mix alll ,400.0,2600.0,2200.0,Cash
2026-04-12,Accessories,All,800.0,3200.0,2400.0,Cash
2026-04-13,Accessories,All mix,49.0,2700.0,2651.0,Cash
2026-04-15,Accessories,All,750.0,2300.0,1550.0,Cash
2026-04-16,Accessories,Mix alll ,460.0,3050.0,2590.0,Cash
2026-04-17,Accessories,Mix ,300.0,1900.0,1600.0,Cash
2026-04-18,Accessories,All,1400.0,3900.0,2500.0,Cash
2026-04-19,Accessories,All mix ,900.0,2700.0,1800.0,Cash
2026-04-20,Accessories,All,2200.0,4350.0,2150.0,Cash
2026-04-14,Accessories,All,300.0,1400.0,1100.0,Cash
2026-04-21,Accessories,Mix,200.0,1000.0,800.0,Cash
2026-04-22,Accessories,Mix,500.0,1800.0,1300.0,Cash
2026-04-22,Ghar ka Kharcha,10 تاریخ سے لے کر 22 تاریخ تک گھر کا خرچہ جو ہوا مکس سارا,13000.0,0.0,0.0,Cash
2026-04-23,Accessories,Mix ,780.0,3200.0,2420.0,Cash
2026-04-24,Accessories,Mix easypisa eyc,1600.0,4100.0,2500.0,Cash
2026-04-25,Accessories,Mix ,3000.0,5500.0,2500.0,Cash
2026-04-26,Accessories,Mix with easypisa ,1500.0,3300.0,1800.0,Cash
2026-04-27,Accessories,Mixed jazz cash easypisa ,1300.0,3600.0,2300.0,Cash
2026-04-28,Accessories,Easypisa jazz cash ,300.0,2280.0,1980.0,Cash
2026-04-29,Accessories,Easypisa jazz reparing,3500.0,6200.0,2700.0,Cash
2026-04-30,Accessories,Mix all,500.0,2700.0,2200.0,Cash
2026-04-30,Ghar ka Kharcha,23 تاریخ سے لے کر 30 تاریخ تک,8500.0,0.0,0.0,Cash
2026-05-01,Accessories,Mix,800.0,2800.0,2000.0,Cash
2026-05-02,Accessories,Mix easypisa jazz cash ,1100.0,2900.0,1800.0,Cash
2026-05-03,Accessories,Mix easypisa jazz cash ,3000.0,6200.0,3200.0,Cash
2026-05-04,Accessories,Mix all ,500.0,2400.0,1900.0,Cash
2026-05-09,Accessories,Easypaisa,1.0,0.0,-1.0,Cash
2026-05-09,Accessories,Easypaisa,1.0,101.0,100.0,Cash
2026-05-09,Accessories,Reparing,450.0,1100.0,650.0,Cash
2026-05-09,Repairing,Juck,10.0,350.0,340.0,Cash
2026-05-09,Accessories,Easypaisa ,1.0,101.0,100.0,Cash
2026-05-09,Accessories,Easypaisa ,1.0,31.0,30.0,Cash
2026-05-09,Accessories,Easypaisa ,1.0,300.0,299.0,Cash
2026-05-09,Repairing,Penel,1800.0,3000.0,1200.0,Cash
